"Date of Download: 2024-02-27_17:32:04"
"Search Parameters: Data Level:all  Trait List:  Trial List:1375,1367,1425,1353,1428,1356,1426,1352,1355,1430,1354,1376,1368,1424  Accession List:  Plot List:  Plant List:  Location List:46,37,45,22,25,38,26,44  Year List:2022,2023  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Canopy Reflectance - Blue - reflectance ratio|CO_321:0501191","Canopy Reflectance - Green - reflectance ratio|CO_321:0501192","Canopy Reflectance - NIR - reflectance ratio|CO_321:0501193","Canopy Reflectance - Red - reflectance ratio|CO_321:0501190","Canopy Reflectance - Red Edge - reflectance ratio|CO_321:0501189","Grain moisture content - %|CO_321:0001198","Grain test weight - g/l|CO_321:0001210","Grain yield - kg/ha|CO_321:0001218","Heading time - Julian date (JD)|CO_321:0001233","Lodging incidence - 0-9 percentage scale|CO_321:0001282","Maturity time - spike estimation - Julian date (JD)|CO_321:0501101","Plant height - cm|CO_321:0001301","Powdery midlew plant response - 0-10 response scale|CO_321:0501026","notes"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","239208","19-10173","","plot","306430","YT_Urb_22-395","1","1","395","14","12","test","","660,2022-06-09 00:00:00-0000","1555,2022-06-09 00:00:00-0000","10481,2022-06-09 00:00:00-0000","831,2022-06-09 00:00:00-0000","3412,2022-06-09 00:00:00-0000","11.3","807.14","6354.14","134","","","106.68",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","271709","2020-17555","IL2020-17555","plot","306211","YT_Urb_22-396","1","1","396","13","12","test","","581,2022-06-09 00:00:00-0000","1290,2022-06-09 00:00:00-0000","9832,2022-06-09 00:00:00-0000","712,2022-06-09 00:00:00-0000","2893,2022-06-09 00:00:00-0000","11.1","787.79","7721.48","134","","","101.6",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","301058","IL2021-39143","21-39143","plot","305962","YT_Urb_22-397","1","1","397","12","12","test","","621,2022-06-09 00:00:00-0000","1378,2022-06-09 00:00:00-0000","10126,2022-06-09 00:00:00-0000","791,2022-06-09 00:00:00-0000","3106,2022-06-09 00:00:00-0000","11.3","792.08","7238.6","133","","","96.52",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","301248","IL2021-19217","21-19217","plot","305462","YT_Urb_22-398","1","1","398","11","12","test","","653,2022-06-09 00:00:00-0000","1488,2022-06-09 00:00:00-0000","12228,2022-06-09 00:00:00-0000","732,2022-06-09 00:00:00-0000","3528,2022-06-09 00:00:00-0000","11.6","784.69","7716.71","133","","","96.52",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","299745","IL2021-18435","21-18435","plot","306459","YT_Urb_22-399","1","1","399","10","12","test","","841,2022-06-09 00:00:00-0000","1918,2022-06-09 00:00:00-0000","14093,2022-06-09 00:00:00-0000","900,2022-06-09 00:00:00-0000","4449,2022-06-09 00:00:00-0000","11.4","810.56","7501.68","134","","","96.52",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","240032","19-25764","","plot","305924","YT_Urb_22-4","1","1","4","4","1","test","","649,2022-06-09 00:00:00-0000","1654,2022-06-09 00:00:00-0000","9641,2022-06-09 00:00:00-0000","902,2022-06-09 00:00:00-0000","3515,2022-06-09 00:00:00-0000","11.8","800.35","6750.34","133","","","101.6",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","299609","IL2021-22514","21-22514","plot","305903","YT_Urb_22-40","2","2","40","29","2","test","","546,2022-06-09 00:00:00-0000","1285,2022-06-09 00:00:00-0000","9561,2022-06-09 00:00:00-0000","585,2022-06-09 00:00:00-0000","2957,2022-06-09 00:00:00-0000","11.2","815.01","7767.16","135","","","96.52",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","272453","2020-9856","IL2020-9856","plot","305107","YT_Urb_22-400","1","1","400","9","12","test","","845,2022-06-09 00:00:00-0000","2078,2022-06-09 00:00:00-0000","13614,2022-06-09 00:00:00-0000","1076,2022-06-09 00:00:00-0000","4746,2022-06-09 00:00:00-0000","11.7","786.84","7406.77","134","","","101.6",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","271693","2020-17445","IL2020-17445","plot","305430","YT_Urb_22-401","1","1","401","8","12","test","","664,2022-06-09 00:00:00-0000","1555,2022-06-09 00:00:00-0000","11533.5,2022-06-09 00:00:00-0000","804,2022-06-09 00:00:00-0000","3602,2022-06-09 00:00:00-0000","11.7","795.66","6920.19","134","","","96.52",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300921","IL2021-18405","21-18405","plot","305287","YT_Urb_22-402","1","1","402","7","12","test","","863,2022-06-09 00:00:00-0000","2091,2022-06-09 00:00:00-0000","12215.5,2022-06-09 00:00:00-0000","1006,2022-06-09 00:00:00-0000","4570,2022-06-09 00:00:00-0000","11.5","819.03","6703.64","133","","","96.52",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","299419","IL2021-15117","21-15117","plot","305424","YT_Urb_22-403","1","1","403","6","12","test","","828,2022-06-09 00:00:00-0000","1832,2022-06-09 00:00:00-0000","10885,2022-06-09 00:00:00-0000","1121,2022-06-09 00:00:00-0000","3983,2022-06-09 00:00:00-0000","11.9","798.73","7459.34","136","","","101.6",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","292136","IL16LCSDH-01-T-863-92","","plot","305728","YT_Urb_22-404","1","1","404","5","12","test","","590,2022-06-09 00:00:00-0000","1294,2022-06-09 00:00:00-0000","7783,2022-06-09 00:00:00-0000","830,2022-06-09 00:00:00-0000","2832,2022-06-09 00:00:00-0000","12.2","798.93","6811.89","136","","","91.44",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","270956","2020-10057","IL2020-10057","plot","306052","YT_Urb_22-405","1","1","405","4","12","test","","698,2022-06-09 00:00:00-0000","1676,2022-06-09 00:00:00-0000","8973,2022-06-09 00:00:00-0000","878,2022-06-09 00:00:00-0000","3500,2022-06-09 00:00:00-0000","11.9","791.15","6511.51","135","","","96.52","","Npt, clean, short, tip awned  (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","299718","IL2021-25721","21-25721","plot","305425","YT_Urb_22-406","1","1","406","3","12","test","","623,2022-06-09 00:00:00-0000","1499,2022-06-09 00:00:00-0000","8908.5,2022-06-09 00:00:00-0000","775,2022-06-09 00:00:00-0000","3312,2022-06-09 00:00:00-0000","11.5","802.67","6982.31","132","","","96.52",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","292426","IL16LCSDH-11-T-2666-220","","plot","306570","YT_Urb_22-407","1","1","407","2","12","test","","565,2022-06-09 00:00:00-0000","1280,2022-06-09 00:00:00-0000","8716,2022-06-09 00:00:00-0000","644,2022-06-09 00:00:00-0000","2894,2022-06-09 00:00:00-0000","12.2","814.15","6758.13","134","","","106.68",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300395","IL2021-17409","21-17409","plot","305909","YT_Urb_22-408","1","1","408","1","12","test","","592,2022-06-09 00:00:00-0000","1335,2022-06-09 00:00:00-0000","9207.5,2022-06-09 00:00:00-0000","711,2022-06-09 00:00:00-0000","3003,2022-06-09 00:00:00-0000","12.1","818.29","7257.89","134","","","101.6",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","240484","18-12809","","plot","305481","YT_Urb_22-409","1","1","409","1","13","test","","549,2022-06-09 00:00:00-0000","1468,2022-06-09 00:00:00-0000","8995,2022-06-09 00:00:00-0000","744,2022-06-09 00:00:00-0000","3312,2022-06-09 00:00:00-0000","11.6","798.54","6665.13","135","","","96.52","","Thin (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","299630","IL2021-21708","21-21708","plot","306163","YT_Urb_22-41","2","2","41","28","2","test","","493,2022-06-09 00:00:00-0000","1198,2022-06-09 00:00:00-0000","8730,2022-06-09 00:00:00-0000","561,2022-06-09 00:00:00-0000","2692,2022-06-09 00:00:00-0000","11.4","765.32","6873.95","135","","","101.6",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","240550","18-16828","","plot","305561","YT_Urb_22-410","1","1","410","2","13","test","","537,2022-06-09 00:00:00-0000","1370,2022-06-09 00:00:00-0000","9551,2022-06-09 00:00:00-0000","727,2022-06-09 00:00:00-0000","3161,2022-06-09 00:00:00-0000","11.8","804.14","6380.04","135","","","91.44","","Leaning  (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300299","IL2021-41727","21-41727","plot","305948","YT_Urb_22-411","1","1","411","3","13","test","","626,2022-06-09 00:00:00-0000","1379,2022-06-09 00:00:00-0000","9249,2022-06-09 00:00:00-0000","835,2022-06-09 00:00:00-0000","3083,2022-06-09 00:00:00-0000","11.6","798.54","7144.53","135","","","96.52",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300726","IL2021-34815","21-34815","plot","305998","YT_Urb_22-412","1","1","412","4","13","test","","766,2022-06-09 00:00:00-0000","1755,2022-06-09 00:00:00-0000","10468,2022-06-09 00:00:00-0000","1057,2022-06-09 00:00:00-0000","3774,2022-06-09 00:00:00-0000","11.5","792.61","6525.6","134","","","101.6",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300601","IL2021-43941","21-43941","plot","305531","YT_Urb_22-413","1","1","413","5","13","test","","760,2022-06-09 00:00:00-0000","1718,2022-06-09 00:00:00-0000","11663.5,2022-06-09 00:00:00-0000","837,2022-06-09 00:00:00-0000","3750.5,2022-06-09 00:00:00-0000","11.6","808.62","7639.39","135","","","99.06",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300917","IL2021-15263","21-15263","plot","305254","YT_Urb_22-414","1","1","414","6","13","test","","827,2022-06-09 00:00:00-0000","2025,2022-06-09 00:00:00-0000","13667,2022-06-09 00:00:00-0000","904,2022-06-09 00:00:00-0000","4534,2022-06-09 00:00:00-0000","11.5","812.74","7361.61","134","","","96.52",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","271932","2020-40034","IL2020-40034","plot","305505","YT_Urb_22-415","1","1","415","7","13","test","","912.5,2022-06-09 00:00:00-0000","2103,2022-06-09 00:00:00-0000","14104.5,2022-06-09 00:00:00-0000","1056,2022-06-09 00:00:00-0000","4632,2022-06-09 00:00:00-0000","11.7","788.1","7491.72","134","","","106.68","","Plot damage 5% (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","271757","2020-2101","IL2020-2101","plot","305045","YT_Urb_22-416","1","1","416","8","13","test","","840,2022-06-09 00:00:00-0000","1999,2022-06-09 00:00:00-0000","13658,2022-06-09 00:00:00-0000","1004,2022-06-09 00:00:00-0000","4501,2022-06-09 00:00:00-0000","11.5","796.38","7075.2","133","","","101.6",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300941","IL2021-24129","21-24129","plot","305795","YT_Urb_22-417","1","1","417","9","13","test","","895,2022-06-09 00:00:00-0000","2046,2022-06-09 00:00:00-0000","13479,2022-06-09 00:00:00-0000","1114,2022-06-09 00:00:00-0000","4579,2022-06-09 00:00:00-0000","11.4","791.71","7362.18","133","","","101.6","","Mix (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","299371","IL2021-43172","21-43172","plot","305773","YT_Urb_22-418","1","1","418","10","13","test","","1012,2022-06-09 00:00:00-0000","2316,2022-06-09 00:00:00-0000","15220,2022-06-09 00:00:00-0000","1197,2022-06-09 00:00:00-0000","5157,2022-06-09 00:00:00-0000","11.2","796.2","5864.21","133","","","101.6",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","271434","2020-15478","IL2020-15478","plot","305709","YT_Urb_22-419","1","1","419","11","13","test","","711,2022-06-09 00:00:00-0000","1703,2022-06-09 00:00:00-0000","13199,2022-06-09 00:00:00-0000","800,2022-06-09 00:00:00-0000","4031.5,2022-06-09 00:00:00-0000","11.1","795.3","6656.18","133","","","101.6",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","299226","IL2021-29119","21-29119","plot","305649","YT_Urb_22-42","2","2","42","27","2","test","","599,2022-06-09 00:00:00-0000","1363,2022-06-09 00:00:00-0000","9155,2022-06-09 00:00:00-0000","736,2022-06-09 00:00:00-0000","3030,2022-06-09 00:00:00-0000","10.8","800.12","6795.67","133","","","96.52",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","272110","2020-571","IL2020-571","plot","305302","YT_Urb_22-420","1","1","420","12","13","test","","765,2022-06-09 00:00:00-0000","1772,2022-06-09 00:00:00-0000","13325,2022-06-09 00:00:00-0000","879,2022-06-09 00:00:00-0000","4007,2022-06-09 00:00:00-0000","11.5","797.64","7230.02","134","","","111.76","","Leaning, too tall (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300572","IL2021-16272","21-16272","plot","306610","YT_Urb_22-421","1","1","421","13","13","test","","963,2022-06-09 00:00:00-0000","2249,2022-06-09 00:00:00-0000","14067,2022-06-09 00:00:00-0000","1204,2022-06-09 00:00:00-0000","4677,2022-06-09 00:00:00-0000","11.3","814.67","7246.36","134","","","106.68","","Leaning  (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300280","IL2021-40753","21-40753","plot","305555","YT_Urb_22-422","1","1","422","14","13","test","","847,2022-06-09 00:00:00-0000","1789.5,2022-06-09 00:00:00-0000","12266,2022-06-09 00:00:00-0000","1006,2022-06-09 00:00:00-0000","3843,2022-06-09 00:00:00-0000","11.2","802.47","6772.96","134","","","96.52",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","272167","2020-6453","IL2020-6453","plot","305855","YT_Urb_22-423","1","1","423","15","13","test","","650,2022-06-09 00:00:00-0000","1495,2022-06-09 00:00:00-0000","11163,2022-06-09 00:00:00-0000","805,2022-06-09 00:00:00-0000","3386,2022-06-09 00:00:00-0000","11.4","796.74","6920.45","134","","","106.68",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","239316","19-12615","","plot","306353","YT_Urb_22-424","1","1","424","16","13","test","","768,2022-06-09 00:00:00-0000","1806,2022-06-09 00:00:00-0000","11791,2022-06-09 00:00:00-0000","921,2022-06-09 00:00:00-0000","3874,2022-06-09 00:00:00-0000","11.1","809.08","7091.63","134","","","106.68","","Leaning (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","299588","IL2021-43926","21-43926","plot","306004","YT_Urb_22-425","1","1","425","17","13","test","","694,2022-06-09 00:00:00-0000","1470,2022-06-09 00:00:00-0000","9839,2022-06-09 00:00:00-0000","770,2022-06-09 00:00:00-0000","3245,2022-06-09 00:00:00-0000","11.1","809.08","7192.71","133","","","96.52","","Npt, erect, green leaves (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300590","IL2021-269","21-269","plot","306596","YT_Urb_22-426","2","2","426","18","13","test","","786,2022-06-09 00:00:00-0000","1809,2022-06-09 00:00:00-0000","10422,2022-06-09 00:00:00-0000","985,2022-06-09 00:00:00-0000","3845,2022-06-09 00:00:00-0000","11.9","727.96","6388.22","133","","","101.6","","Leaning (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300773","IL2021-26632","21-26632","plot","305545","YT_Urb_22-427","2","2","427","19","13","test","","503,2022-06-09 00:00:00-0000","1270,2022-06-09 00:00:00-0000","9739,2022-06-09 00:00:00-0000","620,2022-06-09 00:00:00-0000","2970,2022-06-09 00:00:00-0000","11.2","801.22","6850.63","135","","","101.6","","Leaning  (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","301134","IL2021-19718","21-19718","plot","305035","YT_Urb_22-428","2","2","428","20","13","test","","501,2022-06-09 00:00:00-0000","1182,2022-06-09 00:00:00-0000","9598,2022-06-09 00:00:00-0000","560,2022-06-09 00:00:00-0000","2784,2022-06-09 00:00:00-0000","11","790.66","7488.84","135","","","91.44","","Leaning (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","239502","19-15330","","plot","305056","YT_Urb_22-429","2","2","429","21","13","test","","632,2022-06-09 00:00:00-0000","1460.5,2022-06-09 00:00:00-0000","10103,2022-06-09 00:00:00-0000","701,2022-06-09 00:00:00-0000","3187,2022-06-09 00:00:00-0000","11.3","793.33","7161.02","135","","","106.68","","Leaning (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","271793","2020-2403","IL2020-2403","plot","305040","YT_Urb_22-43","2","2","43","26","2","test","","599,2022-06-09 00:00:00-0000","1414,2022-06-09 00:00:00-0000","8798,2022-06-09 00:00:00-0000","777,2022-06-09 00:00:00-0000","3051,2022-06-09 00:00:00-0000","10.9","792.27","6445.14","133","","","106.68",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","271634","2020-17110","IL2020-17110","plot","306523","YT_Urb_22-430","2","2","430","22","13","test","","594,2022-06-09 00:00:00-0000","1323,2022-06-09 00:00:00-0000","9877,2022-06-09 00:00:00-0000","651,2022-06-09 00:00:00-0000","2966,2022-06-09 00:00:00-0000","11.5","754.87","6904.9","135","","","101.6","","Leaning (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300655","IL2021-29238","21-29238","plot","305313","YT_Urb_22-431","2","2","431","23","13","test","","514,2022-06-09 00:00:00-0000","1186,2022-06-09 00:00:00-0000","8262,2022-06-09 00:00:00-0000","675,2022-06-09 00:00:00-0000","2632,2022-06-09 00:00:00-0000","11.1","756.48","6601.74","134","","","101.6","","Leaning (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300768","IL2021-33860","21-33860","plot","306601","YT_Urb_22-432","2","2","432","24","13","test","","608,2022-06-09 00:00:00-0000","1408,2022-06-09 00:00:00-0000","9450.5,2022-06-09 00:00:00-0000","766,2022-06-09 00:00:00-0000","3195,2022-06-09 00:00:00-0000","10.8","795.13","5414.69","134","","","96.52","","Bearded (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300915","IL2021-45914","21-45914","plot","306509","YT_Urb_22-433","2","2","433","25","13","test","","445,2022-06-09 00:00:00-0000","985,2022-06-09 00:00:00-0000","8593,2022-06-09 00:00:00-0000","467,2022-06-09 00:00:00-0000","2366,2022-06-09 00:00:00-0000","11.2","782.41","6967.14","135","","","101.6","","Erect, late (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","301187","IL2021-40002","21-40002","plot","305812","YT_Urb_22-434","2","2","434","26","13","test","","533,2022-06-09 00:00:00-0000","1222,2022-06-09 00:00:00-0000","9126,2022-06-09 00:00:00-0000","583,2022-06-09 00:00:00-0000","2789,2022-06-09 00:00:00-0000","11","804.42","7029.54","135","","","101.6",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","271505","2020-16145","IL2020-16145","plot","306213","YT_Urb_22-435","2","2","435","27","13","test","","477,2022-06-09 00:00:00-0000","1150,2022-06-09 00:00:00-0000","9183,2022-06-09 00:00:00-0000","533,2022-06-09 00:00:00-0000","2672,2022-06-09 00:00:00-0000","11.4","800.51","7207.19","135","","","96.52",""," (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","85202","12-26004","IL12-26004","plot","305309","YT_Urb_22-436","2","2","436","28","13","check","","631,2022-06-09 00:00:00-0000","1436,2022-06-09 00:00:00-0000","8804,2022-06-09 00:00:00-0000","777,2022-06-09 00:00:00-0000","3143,2022-06-09 00:00:00-0000","11","788.16","5939.69","131","","","96.52","","Leaning (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","299971","IL2021-43833","21-43833","plot","306040","YT_Urb_22-437","2","2","437","29","13","test","","546,2022-06-09 00:00:00-0000","1160,2022-06-09 00:00:00-0000","8479,2022-06-09 00:00:00-0000","576,2022-06-09 00:00:00-0000","2582,2022-06-09 00:00:00-0000","11.3","798.35","6796.37","134","","","101.6","","Late (Operator: jrutkoski, Time: )"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1354","YT_Urb_22","Yield trial to evaluate IL breeding lines","p-rep","","","","","","2021-September-28","","26","Urbana, IL","300045","IL2021-30255","21-30255","plot","305927","YT_Urb_22-438","2","2","438","30","13","test","","584,2022-06-09 00:00:00-0000","1283,2022-06-09 00:00:00-0000","8223,2022-06-09 00:00:00-0000","707,2022-06-09 00:00:00-0000","2738,2022-06-09 00:00:00-0000","11.1","811.59","6780.59","134","","","96.52","","Sea of heads (Operator: jrutkoski, Time: )"
